id_venda,data_venda,estado,produto,categoria,quantidade,valor_final
3289,2026-01-13,PR,Ssd 1Tb,Informática,2,1166.62
3290,2025-01-22,MG,Mesa Escritório,Móveis,1,662.9
3291,2026-01-26,PE,Mouse,Acessório,2,137.08
3292,2025-07-21,BA,Roteador,Redes,1,443.85
3293,2026-01-27,MG,Cadeira Gamer,Móveis,6,5727.3
3294,2025-04-12,PE,Cadeira Gamer,Móveis,2,1686.4
3295,2025-01-04,CE,Teclado,Acessório,3,461.58
3296,2025-12-26,SP,Cadeira Gamer,Móveis,2,1779.78
3297,2026-01-02,MG,Monitor,Informática,3,3281.85
3298,2025-04-30,CE,Headset,Acessório,2,563.3
3299,2025-03-02,PR,Mouse,Acessório,2,165.87
3300,2025-07-22,PE,Teclado,Acessório,1,149.43
3301,2026-02-01,RN,Hub Usb,Acessório,3,279.48
3302,2025-07-09,PR,Teclado,Acessório,4,550.8
3303,2026-02-24,RN,Headset,Acessório,4,1266.64
3304,2025-03-22,BA,Hub Usb,Acessório,2,182.18
3305,2025-06-03,CE,Mouse,Acessório,1,87.76
3306,2025-02-15,CE,Monitor,Informática,4,3639.62
3307,2026-01-29,BA,Monitor,Informática,1,1127.76
3308,2025-12-30,RJ,Roteador,Redes,1,370.0
3309,2025-02-02,RJ,Hub Usb,Acessório,2,134.61
3310,2025-03-07,BA,Monitor,Informática,3,2932.35
3311,2025-12-05,SP,Monitor,Informática,2,2422.78
3312,2025-06-14,CE,Webcam,Acessório,4,850.54
3313,2025-10-05,BA,Webcam,Acessório,4,710.8
3314,2026-01-22,CE,Teclado,Acessório,1,175.35
3315,2025-09-01,MG,Cadeira Gamer,Móveis,1,928.33
3316,2025-06-27,MG,Cadeira Gamer,Móveis,1,1022.77
3317,2025-08-10,MG,Ssd 1Tb,Informática,3,1534.81
3318,2025-05-01,BA,Hub Usb,Acessório,2,184.6
3319,2025-09-16,BA,Hub Usb,Acessório,1,74.65
3320,2025-12-14,CE,Hub Usb,Acessório,6,479.9
3321,2025-08-10,BA,Mouse,Acessório,2,141.03
3322,2025-06-10,CE,Notebook,Informática,2,6052.63
3323,2025-11-04,RJ,Monitor,Informática,1,925.3
3324,2025-04-21,BA,Notebook,Informática,4,15717.04
3325,2026-03-04,RJ,Headset,Acessório,4,972.64
3326,2025-02-12,BA,Ssd 1Tb,Informática,1,561.7
3327,2025-09-12,BA,Roteador,Redes,2,896.88
3328,2026-02-05,CE,Roteador,Redes,1,387.97
3329,2025-06-29,CE,Roteador,Redes,2,861.26
3330,2025-02-26,CE,Cadeira Gamer,Móveis,1,928.04
3331,2026-01-28,SP,Cadeira Gamer,Móveis,4,4084.12
3332,2025-08-10,PE,Mesa Escritório,Móveis,3,2370.69
3333,2026-01-16,CE,Roteador,Redes,1,442.97
3334,2025-12-26,CE,Webcam,Acessório,1,228.6
3335,2025-05-29,CE,Hub Usb,Acessório,4,401.64
3336,2025-11-08,BA,Mesa Escritório,Móveis,3,2448.78
3337,2026-02-28,SP,Notebook,Informática,1,3124.47
3338,2025-10-20,PE,Mesa Escritório,Móveis,1,696.75
3339,2025-03-12,MG,Cadeira Gamer,Móveis,1,1074.84
3340,2025-08-10,CE,Mesa Escritório,Móveis,2,1420.24
3341,2025-06-16,MG,Impressora,Escritório,4,3396.36
3342,2025-01-13,PE,Notebook,Informática,4,13778.8
3343,2026-02-02,BA,Webcam,Acessório,1,164.9
3344,2025-01-30,RJ,Headset,Acessório,6,1702.56
3345,2026-02-07,PR,Mouse,Acessório,1,62.35
3346,2025-12-07,BA,Mouse,Acessório,1,78.17
3347,2025-01-27,MG,Hub Usb,Acessório,1,83.68
3348,2025-05-03,MG,Mouse,Acessório,2,155.72
3349,2025-03-03,BA,Teclado,Acessório,6,813.55
3350,2026-02-12,PR,Mouse,Acessório,4,279.68
3351,2025-04-18,PR,Teclado,Acessório,1,137.96
3352,2025-04-29,BA,Notebook,Informática,3,8910.16
3353,2025-06-12,MG,Monitor,Informática,3,3448.87
3354,2025-01-18,PE,Webcam,Acessório,3,662.31
3355,2025-11-22,SP,Hub Usb,Acessório,5,411.55
3356,2025-01-05,CE,Teclado,Acessório,4,570.78
3357,2025-05-14,RN,Cadeira Gamer,Móveis,2,1815.41
3358,2025-06-14,CE,Notebook,Informática,1,3733.32
3359,2025-08-31,SP,Ssd 1Tb,Informática,1,459.17
3360,2025-03-09,BA,Webcam,Acessório,1,218.05
3361,2025-10-07,CE,Mesa Escritório,Móveis,4,3205.44
3362,2025-09-19,RN,Notebook,Informática,1,2788.7
3363,2025-06-13,BA,Ssd 1Tb,Informática,3,1664.46
3364,2025-04-06,BA,Hub Usb,Acessório,2,172.21
3365,2026-01-28,PR,Monitor,Informática,2,2545.44
3366,2026-01-08,MG,Mesa Escritório,Móveis,1,673.23
3367,2025-06-18,BA,Roteador,Redes,1,475.75
3368,2025-10-10,BA,Teclado,Acessório,1,149.43
3369,2025-03-20,SP,Mouse,Acessório,1,77.0
3370,2026-02-13,RJ,Hub Usb,Acessório,2,195.3
3371,2025-03-17,RN,Notebook,Informática,4,11107.26
3372,2025-01-06,MG,Roteador,Redes,2,772.12
3373,2026-01-29,CE,Cadeira Gamer,Móveis,3,2682.6
3374,2025-02-04,PR,Teclado,Acessório,2,318.78
3375,2025-01-31,PR,Cadeira Gamer,Móveis,2,1557.15
3376,2025-08-23,PR,Impressora,Escritório,4,3496.24
3377,2025-05-28,CE,Headset,Acessório,5,1515.6
3378,2025-08-29,PE,Mesa Escritório,Móveis,2,1564.4
3379,2025-12-26,RJ,Hub Usb,Acessório,2,182.2
3380,2025-03-20,BA,Cadeira Gamer,Móveis,1,829.03
3381,2025-01-27,CE,Impressora,Escritório,3,2132.08
3382,2025-02-23,BA,Notebook,Informática,5,16508.85
3383,2026-02-03,CE,Mouse,Acessório,1,86.47
3384,2025-09-10,PR,Roteador,Redes,3,1025.16
3385,2025-04-05,MG,Mesa Escritório,Móveis,1,746.15
3386,2025-06-01,BA,Impressora,Escritório,2,1266.99
3387,2025-06-16,BA,Impressora,Escritório,4,3554.28
3388,2025-12-14,RJ,Headset,Acessório,2,492.39
3389,2025-08-10,CE,Impressora,Escritório,2,2000.44
3390,2025-07-12,CE,Roteador,Redes,1,363.51
3391,2025-11-21,BA,Monitor,Informática,1,1082.37
3392,2025-04-29,SP,Hub Usb,Acessório,2,185.99
3393,2025-05-01,CE,Impressora,Escritório,2,1593.12
3394,2025-09-01,BA,Roteador,Redes,4,1864.8
3395,2025-09-18,RJ,Teclado,Acessório,2,349.76
3396,2025-02-06,BA,Notebook,Informática,1,3440.23
3397,2025-03-25,BA,Impressora,Escritório,2,1781.48
3398,2025-07-24,BA,Notebook,Informática,5,18025.5
3399,2025-11-07,PR,Headset,Acessório,1,281.62
3400,2025-06-19,BA,Teclado,Acessório,1,143.29
3401,2025-09-07,CE,Mouse,Acessório,3,246.75
3402,2025-11-22,PR,Mouse,Acessório,6,389.45
3403,2025-08-07,BA,Notebook,Informática,2,6802.06
3404,2025-06-12,PE,Headset,Acessório,4,1097.06
3405,2025-05-24,BA,Cadeira Gamer,Móveis,2,1616.89
3406,2025-03-04,CE,Monitor,Informática,3,3414.53
3407,2025-08-10,CE,Mesa Escritório,Móveis,1,818.39
3408,2025-09-30,PR,Headset,Acessório,1,296.14
3409,2025-10-16,CE,Teclado,Acessório,2,250.1
3410,2025-08-10,PE,Impressora,Escritório,1,768.63
3411,2025-11-26,CE,Mouse,Acessório,1,85.43
3412,2025-06-04,CE,Ssd 1Tb,Informática,2,1096.74
3413,2025-12-17,CE,Webcam,Acessório,2,443.17
3414,2025-07-15,MG,Cadeira Gamer,Móveis,1,858.1
3415,2026-01-12,PE,Roteador,Redes,4,1440.77
3416,2025-12-27,BA,Cadeira Gamer,Móveis,3,2760.11
3417,2025-04-05,BA,Headset,Acessório,3,681.55
3418,2025-12-30,PR,Impressora,Escritório,4,3754.96
3419,2025-12-01,BA,Roteador,Redes,1,370.66
3420,2026-02-21,BA,Hub Usb,Acessório,2,182.32
3421,2025-04-08,BA,Roteador,Redes,1,411.57
3422,2025-08-01,PR,Cadeira Gamer,Móveis,3,2958.21
3423,2026-01-10,MG,Mesa Escritório,Móveis,2,1585.58
3424,2025-11-25,RN,Roteador,Redes,3,1009.22
3425,2025-03-30,BA,Mesa Escritório,Móveis,4,2925.32
3426,2025-09-18,PE,Impressora,Escritório,1,852.57
3427,2025-06-23,BA,Monitor,Informática,1,1142.19
3428,2025-08-12,PE,Monitor,Informática,2,2227.56
3429,2025-10-11,MG,Mouse,Acessório,1,79.19
3430,2025-01-16,CE,Hub Usb,Acessório,1,85.82
3431,2025-03-18,MG,Roteador,Redes,5,2346.8
3432,2025-08-10,CE,Mesa Escritório,Móveis,1,579.28
3433,2025-07-07,BA,Mesa Escritório,Móveis,2,1324.74
3434,2025-04-12,BA,Webcam,Acessório,1,220.64
3435,2025-04-03,BA,Teclado,Acessório,2,303.33
3436,2025-01-22,PR,Mouse,Acessório,2,156.24
3437,2025-12-07,CE,Mesa Escritório,Móveis,2,1153.25
3438,2025-08-13,CE,Notebook,Informática,2,6715.21
3439,2025-07-04,CE,Webcam,Acessório,2,421.19
3440,2025-01-04,BA,Mesa Escritório,Móveis,1,833.23
3441,2026-02-18,BA,Ssd 1Tb,Informática,1,571.04
3442,2025-10-01,MG,Webcam,Acessório,6,1303.14
3443,2025-04-05,BA,Hub Usb,Acessório,4,358.61
3444,2025-07-15,MG,Webcam,Acessório,3,717.9
3445,2025-09-20,CE,Teclado,Acessório,2,268.97
3446,2025-11-06,MG,Monitor,Informática,2,2803.92
3447,2025-03-24,MG,Impressora,Escritório,2,1776.26
3448,2025-08-18,BA,Monitor,Informática,4,4249.28
3449,2026-01-13,SP,Monitor,Informática,2,1855.98
3450,2025-04-08,CE,Webcam,Acessório,6,1371.12
3451,2025-06-18,BA,Mouse,Acessório,2,166.44
3452,2025-11-10,BA,Roteador,Redes,2,759.72
3453,2025-12-11,MG,Roteador,Redes,2,809.7
3454,2025-02-07,RJ,Mesa Escritório,Móveis,3,1952.85
3455,2025-02-14,PR,Mesa Escritório,Móveis,2,1731.68
3456,2025-10-09,CE,Monitor,Informática,2,2416.24
3457,2026-01-12,PE,Webcam,Acessório,1,199.68
3458,2025-01-20,BA,Monitor,Informática,2,2043.22
3459,2026-02-27,BA,Webcam,Acessório,2,440.9
3460,2025-06-06,CE,Impressora,Escritório,3,2428.7
3461,2025-03-28,PR,Impressora,Escritório,2,1603.62
3462,2025-12-14,PE,Mouse,Acessório,4,349.12
3463,2025-04-11,SP,Ssd 1Tb,Informática,1,587.75
3464,2025-01-31,BA,Cadeira Gamer,Móveis,2,2037.78
3465,2025-01-27,CE,Hub Usb,Acessório,1,73.14
3466,2025-03-29,MG,Mouse,Acessório,3,214.68
3467,2026-03-04,RN,Mesa Escritório,Móveis,3,2285.84
3468,2025-12-02,RJ,Impressora,Escritório,4,3179.28
3469,2025-01-09,PE,Notebook,Informática,5,16936.7
3470,2025-11-04,PE,Mouse,Acessório,4,333.68
3471,2025-10-25,BA,Mouse,Acessório,2,146.3
3472,2025-07-03,CE,Hub Usb,Acessório,1,83.95
3473,2025-09-24,BA,Roteador,Redes,2,824.26
3474,2025-10-31,SP,Cadeira Gamer,Móveis,2,1710.99
3475,2025-11-07,MG,Headset,Acessório,2,633.64
3476,2025-07-26,RN,Mesa Escritório,Móveis,2,1362.04
3477,2026-02-22,CE,Roteador,Redes,2,929.18
3478,2025-08-10,RN,Teclado,Acessório,2,373.62
3479,2026-03-12,BA,Monitor,Informática,1,1477.89
3480,2025-03-03,CE,Mouse,Acessório,5,363.46
3481,2025-09-04,RN,Headset,Acessório,2,615.52
3482,2025-08-10,CE,Ssd 1Tb,Informática,1,609.5
3483,2025-06-29,MG,Hub Usb,Acessório,1,81.82
3484,2026-02-20,MG,Roteador,Redes,1,321.06
3485,2025-07-26,BA,Teclado,Acessório,2,267.21
3486,2025-09-20,MG,Ssd 1Tb,Informática,2,1053.23
3487,2026-02-16,BA,Mesa Escritório,Móveis,4,2753.06
3488,2025-11-13,CE,Monitor,Informática,1,1119.19
3489,2025-03-24,SP,Cadeira Gamer,Móveis,6,5030.46
3490,2025-05-10,RJ,Webcam,Acessório,2,416.82
3491,2025-07-01,CE,Mesa Escritório,Móveis,3,2176.17
3492,2025-09-21,BA,Mouse,Acessório,2,154.1
3493,2026-03-10,CE,Monitor,Informática,2,2156.57
3494,2025-10-04,MG,Mesa Escritório,Móveis,2,1702.96
3495,2025-09-29,PE,Headset,Acessório,3,851.4
3496,2025-06-13,BA,Mesa Escritório,Móveis,2,1540.65
3497,2026-02-08,SP,Monitor,Informática,2,2149.64
3498,2025-12-03,CE,Ssd 1Tb,Informática,1,504.21
3499,2025-09-24,MG,Headset,Acessório,6,1720.13
3500,2025-11-27,MG,Hub Usb,Acessório,3,282.84
3501,2025-02-04,PE,Notebook,Informática,1,2949.14
3502,2026-01-17,PE,Roteador,Redes,3,1245.16
3503,2025-08-10,CE,Ssd 1Tb,Informática,3,1480.33
3504,2025-04-19,CE,Hub Usb,Acessório,2,171.0
3505,2025-11-28,CE,Teclado,Acessório,2,315.95
3506,2025-03-11,PE,Notebook,Informática,2,7496.44
3507,2025-11-30,BA,Notebook,Informática,4,11835.06
3508,2025-08-16,BA,Impressora,Escritório,3,2679.66
3509,2025-10-31,MG,Monitor,Informática,1,1169.15
3510,2025-05-05,CE,Roteador,Redes,1,428.59
3511,2025-11-19,SP,Ssd 1Tb,Informática,1,397.28
3512,2025-11-23,CE,Impressora,Escritório,1,867.77
3513,2025-08-10,MG,Roteador,Redes,5,2153.15
3514,2025-02-12,PE,Impressora,Escritório,2,1605.85
3515,2025-07-28,RN,Notebook,Informática,2,6816.24
3516,2025-08-10,PE,Mouse,Acessório,1,73.02
3517,2025-01-20,BA,Hub Usb,Acessório,1,90.03
3518,2025-08-10,BA,Headset,Acessório,2,725.2
3519,2025-07-26,BA,Mesa Escritório,Móveis,2,1555.9
3520,2025-10-06,PR,Hub Usb,Acessório,2,155.6
3521,2025-09-23,RJ,Monitor,Informática,1,1198.08
3522,2025-05-21,PE,Notebook,Informática,3,7719.97
3523,2025-10-04,PE,Impressora,Escritório,1,787.35
3524,2025-11-07,PR,Teclado,Acessório,2,307.29
3525,2025-01-27,CE,Notebook,Informática,2,6313.54
3526,2025-08-04,MG,Monitor,Informática,2,2110.98
3527,2025-04-28,PR,Ssd 1Tb,Informática,1,449.33
3528,2025-12-30,CE,Mesa Escritório,Móveis,6,3900.15
3529,2025-03-12,BA,Monitor,Informática,3,3143.95
3530,2025-08-23,SP,Headset,Acessório,1,279.25
3531,2025-12-20,BA,Roteador,Redes,1,378.97
3532,2025-12-11,BA,Hub Usb,Acessório,2,199.34
3533,2025-09-15,BA,Notebook,Informática,1,3239.2
3534,2025-12-11,MG,Hub Usb,Acessório,1,76.52
3535,2025-11-29,MG,Cadeira Gamer,Móveis,5,4381.25
3536,2025-10-03,MG,Cadeira Gamer,Móveis,1,1041.24
3537,2025-11-24,SP,Monitor,Informática,3,3164.97
3538,2025-08-10,PE,Impressora,Escritório,2,1781.16
3539,2025-11-10,PE,Roteador,Redes,6,2540.58
3540,2025-04-08,MG,Notebook,Informática,2,6109.99
3541,2025-05-30,CE,Mesa Escritório,Móveis,1,867.4
3542,2025-09-20,PR,Hub Usb,Acessório,1,95.08
3543,2025-09-06,BA,Webcam,Acessório,4,843.32
3544,2025-12-21,CE,Mesa Escritório,Móveis,2,1365.8
3545,2025-08-01,SP,Mesa Escritório,Móveis,2,1700.5
3546,2026-03-13,CE,Mouse,Acessório,2,137.34
3547,2025-11-13,BA,Mesa Escritório,Móveis,6,4305.57
3548,2025-11-18,MG,Cadeira Gamer,Móveis,3,2331.11
3549,2025-10-01,PR,Cadeira Gamer,Móveis,1,744.33
3550,2025-04-05,PR,Hub Usb,Acessório,1,71.48
3551,2025-06-13,RN,Roteador,Redes,2,895.38
3552,2025-07-03,MG,Headset,Acessório,1,297.13
3553,2025-02-20,CE,Roteador,Redes,1,385.97
3554,2026-02-27,BA,Teclado,Acessório,1,148.81
3555,2026-01-26,CE,Mouse,Acessório,3,232.9
3556,2026-01-24,PR,Impressora,Escritório,1,976.21
3557,2025-03-26,BA,Cadeira Gamer,Móveis,1,744.89
3558,2025-12-15,RN,Mouse,Acessório,2,176.2
3559,2025-07-26,RJ,Notebook,Informática,2,7146.23
3560,2026-02-02,MG,Mesa Escritório,Móveis,4,2281.43
3561,2025-10-12,RJ,Hub Usb,Acessório,1,98.92
3562,2025-02-08,MG,Monitor,Informática,4,4363.8
3563,2025-09-05,RJ,Ssd 1Tb,Informática,3,1418.67
3564,2025-03-06,PE,Cadeira Gamer,Móveis,1,893.76
3565,2025-08-10,CE,Ssd 1Tb,Informática,4,2012.96
3566,2025-09-30,CE,Hub Usb,Acessório,4,395.24
3567,2025-09-03,RJ,Monitor,Informática,3,3599.59
3568,2026-01-24,CE,Monitor,Informática,4,4962.24
3569,2025-05-12,CE,Ssd 1Tb,Informática,3,1223.57
3570,2025-06-07,PR,Teclado,Acessório,3,426.87
3571,2025-05-26,BA,Teclado,Acessório,1,147.28
3572,2025-09-03,RJ,Cadeira Gamer,Móveis,2,1902.22
3573,2025-03-08,PE,Ssd 1Tb,Informática,3,1494.88
3574,2025-04-22,RN,Hub Usb,Acessório,3,310.98
3575,2025-07-24,RN,Hub Usb,Acessório,3,252.31
3576,2025-10-21,BA,Teclado,Acessório,5,793.2
3577,2025-12-30,CE,Headset,Acessório,4,1228.68
3578,2025-10-26,PE,Headset,Acessório,3,836.24
3579,2025-08-10,MG,Cadeira Gamer,Móveis,1,921.45
3580,2025-02-23,PE,Notebook,Informática,1,3080.53
3581,2025-12-30,BA,Teclado,Acessório,1,135.66
3582,2025-12-31,BA,Mesa Escritório,Móveis,4,3292.8
3583,2025-07-16,RN,Mouse,Acessório,1,60.97
3584,2025-11-27,MG,Monitor,Informática,3,3138.33
3585,2025-11-22,RJ,Notebook,Informática,4,14944.52
3586,2025-01-03,BA,Mouse,Acessório,1,66.82
3587,2025-03-23,MG,Hub Usb,Acessório,4,372.13
3588,2026-02-03,PE,Cadeira Gamer,Móveis,2,1645.38
3589,2026-01-30,MG,Mouse,Acessório,1,66.01
3590,2026-01-25,PR,Roteador,Redes,2,861.56
3591,2025-02-27,MG,Notebook,Informática,4,11102.66
3592,2026-02-08,BA,Impressora,Escritório,3,2350.62
3593,2025-11-27,PE,Notebook,Informática,4,13354.49
3594,2026-02-07,PE,Ssd 1Tb,Informática,1,462.59
3595,2025-09-08,SP,Ssd 1Tb,Informática,2,1159.26
3596,2025-04-20,CE,Ssd 1Tb,Informática,2,911.1
3597,2025-11-14,SP,Ssd 1Tb,Informática,4,1748.41
3598,2025-08-10,BA,Monitor,Informática,1,1095.78
3599,2025-05-15,CE,Impressora,Escritório,4,3356.89
3600,2025-07-02,PE,Teclado,Acessório,3,452.72
3601,2025-04-28,BA,Mouse,Acessório,2,154.45
3602,2025-04-17,SP,Monitor,Informática,1,1107.59
3603,2025-04-17,PE,Mouse,Acessório,3,232.63
3604,2025-10-13,BA,Notebook,Informática,1,3769.71
3605,2026-02-15,MG,Monitor,Informática,2,2444.02
3606,2025-05-07,RJ,Headset,Acessório,4,1106.52
3607,2026-02-20,MG,Hub Usb,Acessório,1,69.78
3608,2025-05-01,PR,Ssd 1Tb,Informática,4,1938.31
3609,2025-03-30,PR,Mouse,Acessório,2,137.21
3610,2025-09-18,BA,Mesa Escritório,Móveis,3,2065.11
3611,2025-05-01,CE,Notebook,Informática,1,3154.57
3612,2026-01-02,PE,Webcam,Acessório,6,1084.98
3613,2025-06-24,MG,Ssd 1Tb,Informática,2,994.34
3614,2025-11-20,PR,Ssd 1Tb,Informática,2,1049.18
3615,2025-08-10,PR,Mesa Escritório,Móveis,5,3249.25
3616,2025-08-30,PR,Mouse,Acessório,3,220.22
3617,2025-10-10,MG,Monitor,Informática,2,2124.67
3618,2025-08-10,CE,Impressora,Escritório,3,2518.12
3619,2025-04-26,PE,Webcam,Acessório,1,219.3
3620,2025-06-26,MG,Headset,Acessório,2,688.82
3621,2025-04-12,PE,Monitor,Informática,5,6028.75
3622,2026-02-24,RJ,Mesa Escritório,Móveis,1,835.94
3623,2025-10-21,PR,Ssd 1Tb,Informática,2,952.91
3624,2025-02-25,PR,Monitor,Informática,2,1965.12
3625,2025-10-23,BA,Webcam,Acessório,1,179.53
3626,2026-01-14,SP,Monitor,Informática,3,3433.7
3627,2025-07-25,RN,Monitor,Informática,1,1106.37
3628,2025-08-06,BA,Roteador,Redes,2,868.78
3629,2025-01-11,BA,Ssd 1Tb,Informática,3,1636.79
3630,2026-01-29,PR,Notebook,Informática,1,3727.11
3631,2025-09-24,MG,Ssd 1Tb,Informática,3,1235.09
3632,2025-10-17,BA,Cadeira Gamer,Móveis,4,3804.44
3633,2026-02-14,BA,Teclado,Acessório,4,621.53
3634,2025-06-27,CE,Webcam,Acessório,3,721.29
3635,2025-02-03,CE,Impressora,Escritório,4,3320.6
3636,2025-07-14,BA,Cadeira Gamer,Móveis,2,1614.6
3637,2025-07-01,CE,Impressora,Escritório,4,3482.0
3638,2025-08-09,CE,Cadeira Gamer,Móveis,4,3674.75
3639,2025-05-09,SP,Monitor,Informática,2,2231.53
3640,2025-11-17,PR,Teclado,Acessório,1,141.96
3641,2025-12-16,RN,Impressora,Escritório,4,3487.92
3642,2025-12-09,BA,Mouse,Acessório,1,90.36
3643,2025-05-05,BA,Roteador,Redes,4,1653.64
3644,2025-08-10,MG,Webcam,Acessório,1,206.04
3645,2025-05-15,PR,Teclado,Acessório,3,342.38
3646,2025-02-14,CE,Cadeira Gamer,Móveis,2,1679.68
3647,2026-02-04,CE,Teclado,Acessório,2,302.36
3648,2025-01-23,MG,Headset,Acessório,1,272.53
3649,2025-02-26,CE,Webcam,Acessório,3,546.45
3650,2025-05-20,BA,Webcam,Acessório,4,923.12
3651,2026-01-22,PR,Mesa Escritório,Móveis,5,4202.9
3652,2025-10-21,PE,Notebook,Informática,3,9038.68
3653,2025-11-05,BA,Notebook,Informática,5,14516.3
3654,2025-11-12,RJ,Ssd 1Tb,Informática,3,1486.1
3655,2026-02-04,BA,Cadeira Gamer,Móveis,1,935.6
3656,2025-01-18,PR,Notebook,Informática,2,6939.16
3657,2025-07-27,BA,Notebook,Informática,2,5925.56
3658,2025-02-23,BA,Headset,Acessório,2,541.06
3659,2026-03-06,BA,Headset,Acessório,1,263.55
3660,2025-12-30,PR,Cadeira Gamer,Móveis,1,943.25
3661,2025-12-03,MG,Notebook,Informática,2,6284.88
3662,2025-01-25,MG,Notebook,Informática,1,2985.72
3663,2025-12-01,BA,Ssd 1Tb,Informática,5,2725.7
3664,2025-10-24,BA,Monitor,Informática,3,2920.71
3665,2025-09-07,RJ,Roteador,Redes,2,802.01
3666,2026-01-12,RJ,Mesa Escritório,Móveis,3,2263.95
3667,2026-01-19,SP,Notebook,Informática,1,3137.2
3668,2025-07-25,PE,Ssd 1Tb,Informática,2,878.08
3669,2025-02-24,BA,Hub Usb,Acessório,3,272.13
3670,2025-01-22,PR,Mesa Escritório,Móveis,1,720.64
3671,2025-01-08,CE,Mouse,Acessório,1,78.83
3672,2025-05-27,PR,Webcam,Acessório,1,200.2
3673,2025-05-08,MG,Impressora,Escritório,1,890.19
3674,2025-11-21,RN,Teclado,Acessório,6,916.86
3675,2026-01-25,BA,Webcam,Acessório,1,248.48
3676,2026-01-16,PR,Teclado,Acessório,1,135.63
3677,2025-02-25,PE,Hub Usb,Acessório,4,343.37
3678,2025-08-25,BA,Notebook,Informática,1,3445.79
3679,2025-12-21,MG,Ssd 1Tb,Informática,1,539.27
3680,2025-11-22,MG,Impressora,Escritório,2,1629.26
3681,2025-09-16,BA,Hub Usb,Acessório,1,91.82
3682,2026-01-31,PE,Mouse,Acessório,3,234.48
3683,2025-09-05,BA,Monitor,Informática,3,3504.5
3684,2025-09-01,BA,Webcam,Acessório,1,226.84
3685,2025-07-12,SP,Roteador,Redes,1,435.63
3686,2025-12-09,CE,Teclado,Acessório,1,131.73
3687,2026-01-25,SP,Ssd 1Tb,Informática,5,2424.58
3688,2025-02-20,CE,Teclado,Acessório,5,747.15
3689,2025-11-15,RN,Cadeira Gamer,Móveis,1,964.0
3690,2025-09-07,CE,Impressora,Escritório,2,1871.2
3691,2025-12-12,CE,Monitor,Informática,1,1181.86
3692,2025-08-10,BA,Notebook,Informática,2,7158.74
3693,2025-08-25,MG,Mesa Escritório,Móveis,2,1565.18
3694,2025-09-10,BA,Teclado,Acessório,1,137.47
3695,2025-11-23,MG,Teclado,Acessório,4,538.32
3696,2025-12-16,SP,Ssd 1Tb,Informática,2,930.2
3697,2025-02-02,PR,Headset,Acessório,1,260.67
3698,2025-08-10,PR,Impressora,Escritório,1,802.95
3699,2026-01-12,BA,Webcam,Acessório,2,457.24
3700,2025-08-21,MG,Impressora,Escritório,2,1603.33
3701,2025-10-01,PE,Roteador,Redes,1,422.77
3702,2025-01-12,BA,Monitor,Informática,1,1150.58
3703,2025-12-24,PR,Headset,Acessório,5,1505.8
3704,2025-05-18,BA,Monitor,Informática,3,3128.79
3705,2025-09-12,PR,Roteador,Redes,4,1433.55
3706,2026-03-09,MG,Headset,Acessório,3,752.96
3707,2025-10-11,RJ,Monitor,Informática,1,998.65
3708,2025-06-01,CE,Notebook,Informática,4,13954.04
3709,2025-06-14,MG,Headset,Acessório,1,328.24
3710,2025-01-26,BA,Cadeira Gamer,Móveis,1,925.09
3711,2025-07-07,SP,Webcam,Acessório,1,216.96
3712,2025-12-19,PE,Teclado,Acessório,1,162.22
3713,2026-03-14,BA,Hub Usb,Acessório,1,84.84
3714,2025-06-19,CE,Cadeira Gamer,Móveis,1,1103.74
3715,2025-12-12,BA,Cadeira Gamer,Móveis,1,903.55
3716,2025-02-24,PR,Mouse,Acessório,1,80.28
3717,2025-02-24,CE,Mouse,Acessório,2,171.04
3718,2026-01-02,MG,Notebook,Informática,2,6323.74
3719,2025-03-24,BA,Teclado,Acessório,4,587.76
3720,2025-10-25,MG,Hub Usb,Acessório,4,383.32
3721,2025-02-18,RJ,Webcam,Acessório,3,680.46
3722,2025-12-07,SP,Cadeira Gamer,Móveis,1,1004.45
3723,2025-02-18,MG,Notebook,Informática,3,10313.55
3724,2025-11-02,BA,Ssd 1Tb,Informática,1,509.01
3725,2025-02-28,CE,Teclado,Acessório,3,444.63
3726,2025-03-23,RN,Monitor,Informática,2,2108.36
3727,2025-07-26,PE,Mesa Escritório,Móveis,2,1596.44
3728,2025-02-02,BA,Mesa Escritório,Móveis,5,3712.93
3729,2025-06-03,MG,Impressora,Escritório,1,935.96
3730,2025-07-22,CE,Impressora,Escritório,3,2615.58
3731,2025-10-10,PE,Notebook,Informática,2,7231.48
3732,2025-08-01,MG,Mouse,Acessório,2,155.8
3733,2025-02-19,CE,Monitor,Informática,2,2036.74
3734,2026-01-06,PR,Mouse,Acessório,4,313.68
3735,2025-12-23,CE,Monitor,Informática,5,5495.58
3736,2025-11-26,BA,Webcam,Acessório,2,379.51
3737,2026-01-01,CE,Roteador,Redes,4,1299.3
3738,2026-01-30,MG,Headset,Acessório,1,310.62
3739,2025-05-23,RJ,Teclado,Acessório,1,133.54
3740,2026-03-04,PR,Impressora,Escritório,1,885.3
3741,2025-06-22,CE,Teclado,Acessório,2,265.0
3742,2025-06-18,PR,Mouse,Acessório,1,80.49
3743,2025-02-24,SP,Monitor,Informática,3,3628.35
3744,2025-01-10,PR,Ssd 1Tb,Informática,6,2741.85
3745,2025-03-12,RJ,Hub Usb,Acessório,2,156.22
3746,2026-01-11,CE,Monitor,Informática,2,2570.26
