id_venda,data_venda,id_cliente,id_produto,quantidade,valor_unitario,desconto_pct,canal,status_pedido,valor_total_bruto,valor_final
3535,2025-11-29,10822,1005,5,876.25,0.0,loja física,concluído,4381.25,4381.25
3536,2025-10-03,11170,1005,1,1041.24,0.0,loja física,concluído,1041.24,1041.24
3537,2025-11-24,11097,1004,3,1172.21,0.1,loja física,concluído,3516.63,3164.97
3538,2025-08-10,10396,1008,2,890.58,0.0,site,concluído,1781.16,1781.16
3539,2025-11-10,10258,1012,6,423.43,0.0,loja física,concluído,2540.58,2540.58
3540,2025-04-08,10751,1001,2,3394.44,0.1,loja física,em separação,6788.88,6109.99
3541,2025-05-30,10244,1011,1,913.05,0.05,app,concluído,913.05,867.4
3542,2025-09-20,10532,1010,1,100.08,0.05,loja física,concluído,100.08,95.08
3543,2025-09-06,10919,1006,4,210.83,0.0,app,em separação,843.32,843.32
3544,2025-12-21,10878,1011,2,803.41,0.15,app,concluído,1606.82,1365.8
3545,2025-08-01,11294,1011,2,850.25,0.0,site,concluído,1700.5,1700.5
3546,2026-03-13,10123,1002,2,80.79,0.15,marketplace,em separação,161.58,137.34
3547,2025-11-13,10435,1011,6,844.23,0.15,marketplace,concluído,5065.38,4305.57
3548,2025-11-18,11238,1005,3,914.16,0.15,marketplace,concluído,2742.48,2331.11
3549,2025-10-01,11019,1005,1,783.51,0.05,app,concluído,783.51,744.33
3550,2025-04-05,10273,1010,1,89.35,0.2,app,concluído,89.35,71.48
3551,2025-06-13,10503,1012,2,447.69,0.0,marketplace,pendente,895.38,895.38
3552,2025-07-03,10112,1007,1,297.13,0.0,app,concluído,297.13,297.13
3553,2025-02-20,10280,1012,1,454.08,0.15,marketplace,pendente,454.08,385.97
3554,2026-02-27,11007,1003,1,165.34,0.1,app,concluído,165.34,148.81
3555,2026-01-26,10767,1002,3,81.72,0.05,app,concluído,245.16,232.9
3556,2026-01-24,10688,1008,1,976.21,0.0,marketplace,concluído,976.21,976.21
3557,2025-03-26,10350,1005,1,827.65,0.1,marketplace,concluído,827.65,744.89
3558,2025-12-15,10487,1002,2,88.1,0.0,site,concluído,176.2,176.2
3559,2025-07-26,10461,1001,2,3970.13,0.1,loja física,concluído,7940.26,7146.23
3560,2026-02-02,10057,1011,4,633.73,0.1,app,em separação,2534.92,2281.43
3561,2025-10-12,11316,1010,1,98.92,0.0,marketplace,concluído,98.92,98.92
3562,2025-02-08,11096,1004,4,1283.47,0.15,marketplace,concluído,5133.88,4363.8
3563,2025-09-05,10315,1009,3,472.89,0.0,site,concluído,1418.67,1418.67
3564,2025-03-06,11269,1005,1,940.8,0.05,loja física,em separação,940.8,893.76
3565,2025-08-10,10229,1009,4,503.24,0.0,site,concluído,2012.96,2012.96
3566,2025-09-30,11365,1010,4,98.81,0.0,loja física,concluído,395.24,395.24
3567,2025-09-03,11459,1004,3,1333.18,0.1,app,concluído,3999.54,3599.59
3568,2026-01-24,10835,1004,4,1240.56,0.0,marketplace,concluído,4962.24,4962.24
3569,2025-05-12,10563,1009,3,509.82,0.2,loja física,concluído,1529.46,1223.57
3570,2025-06-07,10961,1003,3,149.78,0.05,marketplace,pendente,449.34,426.87
3571,2025-05-26,10741,1003,1,147.28,0.0,app,concluído,147.28,147.28
3572,2025-09-03,10560,1005,2,951.11,0.0,app,concluído,1902.22,1902.22
3573,2025-03-08,10784,1009,3,524.52,0.05,loja física,concluído,1573.56,1494.88
3574,2025-04-22,10168,1010,3,103.66,0.0,marketplace,concluído,310.98,310.98
3575,2025-07-24,10525,1010,3,93.45,0.1,app,concluído,280.35,252.31
3576,2025-10-21,10441,1003,5,158.64,0.0,site,concluído,793.2,793.2
3577,2025-12-30,10044,1007,4,307.17,0.0,site,concluído,1228.68,1228.68
3578,2025-10-26,11420,1007,3,309.72,0.1,loja física,concluído,929.16,836.24
3579,2025-08-10,10614,1005,1,1023.83,0.1,marketplace,pendente,1023.83,921.45
3580,2025-02-23,10649,1001,1,3624.15,0.15,loja física,concluído,3624.15,3080.53
3581,2025-12-30,10686,1003,1,135.66,0.0,marketplace,concluído,135.66,135.66
3582,2025-12-31,10356,1011,4,823.2,0.0,site,pendente,3292.8,3292.8
3583,2025-07-16,11069,1002,1,67.74,0.1,loja física,não informado,67.74,60.97
3584,2025-11-27,11304,1004,3,1101.17,0.05,app,concluído,3303.51,3138.33
3585,2025-11-22,11357,1001,4,3736.13,0.0,loja física,concluído,14944.52,14944.52
3586,2025-01-03,11456,1002,1,74.24,0.1,loja física,concluído,74.24,66.82
3587,2025-03-23,11290,1010,4,103.37,0.1,marketplace,concluído,413.48,372.13
3588,2026-02-03,11157,1005,2,865.99,0.05,site,concluído,1731.98,1645.38
3589,2026-01-30,10648,1002,1,73.35,0.1,app,em separação,73.35,66.01
3590,2026-01-25,10667,1012,2,453.45,0.05,site,concluído,906.9,861.56
3591,2025-02-27,11181,1001,4,3469.58,0.2,loja física,concluído,13878.32,11102.66
3592,2026-02-08,10911,1008,3,783.54,0.0,marketplace,concluído,2350.62,2350.62
3593,2025-11-27,10184,1001,4,3514.34,0.05,loja física,concluído,14057.36,13354.49
3594,2026-02-07,10416,1009,1,486.94,0.05,app,concluído,486.94,462.59
3595,2025-09-08,10587,1009,2,579.63,0.0,site,em separação,1159.26,1159.26
3596,2025-04-20,10248,1009,2,455.55,0.0,marketplace,concluído,911.1,911.1
3597,2025-11-14,11481,1009,4,485.67,0.1,site,concluído,1942.68,1748.41
3598,2025-08-10,10702,1004,1,1217.53,0.1,marketplace,concluído,1217.53,1095.78
3599,2025-05-15,10401,1008,4,987.32,0.15,site,concluído,3949.28,3356.89
3600,2025-07-02,10495,1003,3,158.85,0.05,site,concluído,476.55,452.72
3601,2025-04-28,10651,1002,2,81.29,0.05,marketplace,em separação,162.58,154.45
3602,2025-04-17,10632,1004,1,1165.88,0.05,loja física,concluído,1165.88,1107.59
3603,2025-04-17,10753,1002,3,86.16,0.1,loja física,cancelado,258.48,232.63
3604,2025-10-13,10230,1001,1,3769.71,0.0,site,concluído,3769.71,3769.71
3605,2026-02-15,10005,1004,2,1222.01,0.0,loja física,concluído,2444.02,2444.02
3606,2025-05-07,10315,1007,4,276.63,0.0,marketplace,concluído,1106.52,1106.52
3607,2026-02-20,10018,1010,1,87.22,0.2,loja física,concluído,87.22,69.78
3608,2025-05-01,10643,1009,4,538.42,0.1,loja física,concluído,2153.68,1938.31
3609,2025-03-30,10667,1002,2,76.23,0.1,site,cancelado,152.46,137.21
3610,2025-09-18,10597,1011,3,724.6,0.05,loja física,concluído,2173.8,2065.11
3611,2025-05-01,10781,1001,1,3320.6,0.05,loja física,concluído,3320.6,3154.57
3612,2026-01-02,10186,1006,6,180.83,0.0,app,não informado,1084.98,1084.98
3613,2025-06-24,11488,1009,2,552.41,0.1,site,concluído,1104.82,994.34
3614,2025-11-20,10118,1009,2,524.59,0.0,app,concluído,1049.18,1049.18
3615,2025-08-10,10851,1011,5,764.53,0.15,marketplace,concluído,3822.65,3249.25
3616,2025-08-30,10890,1002,3,77.27,0.05,site,concluído,231.81,220.22
3617,2025-10-10,10521,1004,2,1180.37,0.1,loja física,pendente,2360.74,2124.67
3618,2025-08-10,11491,1008,3,883.55,0.05,loja física,concluído,2650.65,2518.12
3619,2025-04-26,10030,1006,1,219.3,0.0,loja física,concluído,219.3,219.3
3620,2025-06-26,10298,1007,2,344.41,0.0,marketplace,pendente,688.82,688.82
3621,2025-04-12,10627,1004,5,1205.75,0.0,marketplace,pendente,6028.75,6028.75
3622,2026-02-24,10557,1011,1,835.94,0.0,loja física,concluído,835.94,835.94
3623,2025-10-21,11235,1009,2,501.53,0.05,loja física,cancelado,1003.06,952.91
3624,2025-02-25,10202,1004,2,1155.95,0.15,loja física,concluído,2311.9,1965.12
3625,2025-10-23,10405,1006,1,199.48,0.1,app,pendente,199.48,179.53
3626,2026-01-14,11303,1004,3,1430.71,0.2,site,não informado,4292.13,3433.7
3627,2025-07-25,11171,1004,1,1106.37,0.0,app,concluído,1106.37,1106.37
3628,2025-08-06,10115,1012,2,434.39,0.0,loja física,concluído,868.78,868.78
3629,2025-01-11,11001,1009,3,606.22,0.1,site,concluído,1818.66,1636.79
3630,2026-01-29,10439,1001,1,3727.11,0.0,app,cancelado,3727.11,3727.11
3631,2025-09-24,11078,1009,3,514.62,0.2,loja física,não informado,1543.86,1235.09
3632,2025-10-17,10277,1005,4,951.11,0.0,loja física,não informado,3804.44,3804.44
3633,2026-02-14,10377,1003,4,163.56,0.05,site,concluído,654.24,621.53
3634,2025-06-27,10290,1006,3,240.43,0.0,app,concluído,721.29,721.29
3635,2025-02-03,10943,1008,4,922.39,0.1,marketplace,em separação,3689.56,3320.6
3636,2025-07-14,10791,1005,2,807.3,0.0,loja física,cancelado,1614.6,1614.6
3637,2025-07-01,11268,1008,4,870.5,0.0,marketplace,concluído,3482.0,3482.0
3638,2025-08-09,10082,1005,4,1080.81,0.15,marketplace,concluído,4323.24,3674.75
3639,2025-05-09,10235,1004,2,1239.74,0.1,site,concluído,2479.48,2231.53
3640,2025-11-17,10439,1003,1,149.43,0.05,marketplace,concluído,149.43,141.96
3641,2025-12-16,11110,1008,4,871.98,0.0,loja física,cancelado,3487.92,3487.92
3642,2025-12-09,10218,1002,1,90.36,0.0,app,em separação,90.36,90.36
3643,2025-05-05,10702,1012,4,413.41,0.0,loja física,concluído,1653.64,1653.64
3644,2025-08-10,11223,1006,1,228.93,0.1,app,concluído,228.93,206.04
3645,2025-05-15,11432,1003,3,142.66,0.2,site,concluído,427.98,342.38
3646,2025-02-14,10682,1005,2,839.84,0.0,app,concluído,1679.68,1679.68
3647,2026-02-04,11058,1003,2,167.98,0.1,marketplace,concluído,335.96,302.36
3648,2025-01-23,11347,1007,1,286.87,0.05,marketplace,concluído,286.87,272.53
3649,2025-02-26,10926,1006,3,202.39,0.1,app,em separação,607.17,546.45
3650,2025-05-20,10255,1006,4,230.78,0.0,marketplace,concluído,923.12,923.12
3651,2026-01-22,11432,1011,5,840.58,0.0,app,concluído,4202.9,4202.9
3652,2025-10-21,11160,1001,3,3347.66,0.1,site,pendente,10042.98,9038.68
3653,2025-11-05,11414,1001,5,3415.6,0.15,site,concluído,17078.0,14516.3
3654,2025-11-12,11296,1009,3,521.44,0.05,marketplace,concluído,1564.32,1486.1
3655,2026-02-04,11484,1005,1,1039.56,0.1,loja física,concluído,1039.56,935.6
3656,2025-01-18,10479,1001,2,3469.58,0.0,site,concluído,6939.16,6939.16
3657,2025-07-27,10955,1001,2,2962.78,0.0,site,concluído,5925.56,5925.56
3658,2025-02-23,10597,1007,2,270.53,0.0,app,em separação,541.06,541.06
3659,2026-03-06,10853,1007,1,292.83,0.1,app,concluído,292.83,263.55
3660,2025-12-30,10095,1005,1,1048.05,0.1,marketplace,concluído,1048.05,943.25
3661,2025-12-03,11088,1001,2,3491.6,0.1,site,concluído,6983.2,6284.88
3662,2025-01-25,11044,1001,1,3317.47,0.1,app,pendente,3317.47,2985.72
3663,2025-12-01,10524,1009,5,545.14,0.0,site,concluído,2725.7,2725.7
3664,2025-10-24,10383,1004,3,973.57,0.0,site,concluído,2920.71,2920.71
3665,2025-09-07,10147,1012,2,445.56,0.1,app,concluído,891.12,802.01
3666,2026-01-12,10537,1011,3,794.37,0.05,site,concluído,2383.11,2263.95
3667,2026-01-19,10072,1001,1,3485.78,0.1,loja física,concluído,3485.78,3137.2
3668,2025-07-25,11492,1009,2,516.52,0.15,site,pendente,1033.04,878.08
3669,2025-02-24,10737,1010,3,90.71,0.0,marketplace,concluído,272.13,272.13
3670,2025-01-22,11423,1011,1,758.57,0.05,loja física,não informado,758.57,720.64
3671,2025-01-08,10313,1002,1,82.98,0.05,marketplace,concluído,82.98,78.83
3672,2025-05-27,11031,1006,1,200.2,0.0,loja física,concluído,200.2,200.2
3673,2025-05-08,10408,1008,1,937.04,0.05,marketplace,concluído,937.04,890.19
3674,2025-11-21,10309,1003,6,152.81,0.0,loja física,concluído,916.86,916.86
3675,2026-01-25,10063,1006,1,248.48,0.0,marketplace,concluído,248.48,248.48
3676,2026-01-16,10520,1003,1,135.63,0.0,site,em separação,135.63,135.63
3677,2025-02-25,11492,1010,4,95.38,0.1,marketplace,concluído,381.52,343.37
3678,2025-08-25,10728,1001,1,3445.79,0.0,site,não informado,3445.79,3445.79
3679,2025-12-21,10231,1009,1,539.27,0.0,loja física,concluído,539.27,539.27
3680,2025-11-22,10927,1008,2,814.63,0.0,site,concluído,1629.26,1629.26
3681,2025-09-16,11137,1010,1,91.82,0.0,app,concluído,91.82,91.82
3682,2026-01-31,11297,1002,3,78.16,0.0,loja física,concluído,234.48,234.48
3683,2025-09-05,10299,1004,3,1229.65,0.05,marketplace,concluído,3688.95,3504.5
3684,2025-09-01,10264,1006,1,226.84,0.0,loja física,concluído,226.84,226.84
3685,2025-07-12,10504,1012,1,435.63,0.0,loja física,concluído,435.63,435.63
3686,2025-12-09,11410,1003,1,146.37,0.1,app,concluído,146.37,131.73
3687,2026-01-25,11369,1009,5,570.49,0.15,app,concluído,2852.45,2424.58
3688,2025-02-20,10801,1003,5,149.43,0.0,loja física,concluído,747.15,747.15
3689,2025-11-15,11191,1005,1,1071.11,0.1,loja física,concluído,1071.11,964.0
3690,2025-09-07,10288,1008,2,935.6,0.0,site,concluído,1871.2,1871.2
3691,2025-12-12,11478,1004,1,1181.86,0.0,site,cancelado,1181.86,1181.86
3692,2025-08-10,10748,1001,2,3579.37,0.0,marketplace,concluído,7158.74,7158.74
3693,2025-08-25,10938,1011,2,782.59,0.0,site,concluído,1565.18,1565.18
3694,2025-09-10,11456,1003,1,152.75,0.1,site,em separação,152.75,137.47
3695,2025-11-23,10562,1003,4,134.58,0.0,site,concluído,538.32,538.32
3696,2025-12-16,10587,1009,2,489.58,0.05,loja física,em separação,979.16,930.2
3697,2025-02-02,11440,1007,1,260.67,0.0,app,pendente,260.67,260.67
3698,2025-08-10,10007,1008,1,892.17,0.1,site,concluído,892.17,802.95
3699,2026-01-12,10039,1006,2,240.65,0.05,app,concluído,481.3,457.24
3700,2025-08-21,10558,1008,2,890.74,0.1,marketplace,cancelado,1781.48,1603.33
3701,2025-10-01,11135,1012,1,422.77,0.0,app,concluído,422.77,422.77
3702,2025-01-12,11266,1004,1,1150.58,0.0,site,concluído,1150.58,1150.58
3703,2025-12-24,10603,1007,5,301.16,0.0,marketplace,em separação,1505.8,1505.8
3704,2025-05-18,10019,1004,3,1158.81,0.1,marketplace,concluído,3476.43,3128.79
3705,2025-09-12,11432,1012,4,377.25,0.05,app,pendente,1509.0,1433.55
3706,2026-03-09,11472,1007,3,295.28,0.15,app,em separação,885.84,752.96
3707,2025-10-11,10700,1004,1,1174.88,0.15,marketplace,concluído,1174.88,998.65
3708,2025-06-01,11410,1001,4,3488.51,0.0,marketplace,concluído,13954.04,13954.04
3709,2025-06-14,10497,1007,1,328.24,0.0,app,concluído,328.24,328.24
3710,2025-01-26,10805,1005,1,925.09,0.0,marketplace,concluído,925.09,925.09
3711,2025-07-07,11144,1006,1,216.96,0.0,site,concluído,216.96,216.96
3712,2025-12-19,11160,1003,1,162.22,0.0,site,concluído,162.22,162.22
3713,2026-03-14,11381,1010,1,94.27,0.1,marketplace,em separação,94.27,84.84
3714,2025-06-19,10496,1005,1,1103.74,0.0,loja física,concluído,1103.74,1103.74
3715,2025-12-12,11326,1005,1,951.11,0.05,marketplace,concluído,951.11,903.55
3716,2025-02-24,11103,1002,1,84.51,0.05,site,pendente,84.51,80.28
3717,2025-02-24,10012,1002,2,85.52,0.0,loja física,concluído,171.04,171.04
3718,2026-01-02,10231,1001,2,3161.87,0.0,loja física,concluído,6323.74,6323.74
3719,2025-03-24,11053,1003,4,172.87,0.15,site,não informado,691.48,587.76
3720,2025-10-25,10200,1010,4,95.83,0.0,site,concluído,383.32,383.32
3721,2025-02-18,10074,1006,3,226.82,0.0,marketplace,em separação,680.46,680.46
3722,2025-12-07,10587,1005,1,1116.06,0.1,loja física,concluído,1116.06,1004.45
3723,2025-02-18,10017,1001,3,3618.79,0.05,app,em separação,10856.37,10313.55
3724,2025-11-02,11074,1009,1,535.8,0.05,loja física,concluído,535.8,509.01
3725,2025-02-28,10935,1003,3,148.21,0.0,marketplace,concluído,444.63,444.63
3726,2025-03-23,10094,1004,2,1054.18,0.0,loja física,concluído,2108.36,2108.36
3727,2025-07-26,10413,1011,2,798.22,0.0,marketplace,em separação,1596.44,1596.44
3728,2025-02-02,10187,1011,5,781.67,0.05,marketplace,concluído,3908.35,3712.93
3729,2025-06-03,11043,1008,1,985.22,0.05,site,concluído,985.22,935.96
3730,2025-07-22,10232,1008,3,871.86,0.0,app,cancelado,2615.58,2615.58
3731,2025-10-10,10404,1001,2,3615.74,0.0,app,pendente,7231.48,7231.48
3732,2025-08-01,10671,1002,2,77.9,0.0,site,não informado,155.8,155.8
3733,2025-02-19,10011,1004,2,1198.08,0.15,app,concluído,2396.16,2036.74
3734,2026-01-06,11031,1002,4,78.42,0.0,site,concluído,313.68,313.68
3735,2025-12-23,10901,1004,5,1221.24,0.1,site,pendente,6106.2,5495.58
3736,2025-11-26,11189,1006,2,199.74,0.05,site,pendente,399.48,379.51
3737,2026-01-01,10621,1012,4,406.03,0.2,app,concluído,1624.12,1299.3
3738,2026-01-30,11430,1007,1,310.62,0.0,loja física,concluído,310.62,310.62
3739,2025-05-23,10555,1003,1,148.38,0.1,loja física,concluído,148.38,133.54
3740,2026-03-04,11019,1008,1,885.3,0.0,loja física,concluído,885.3,885.3
3741,2025-06-22,10655,1003,2,155.88,0.15,site,cancelado,311.76,265.0
3742,2025-06-18,10966,1002,1,80.49,0.0,loja física,concluído,80.49,80.49
3743,2025-02-24,10125,1004,3,1209.45,0.0,site,concluído,3628.35,3628.35
3744,2025-01-10,11440,1009,6,507.75,0.1,marketplace,pendente,3046.5,2741.85
3745,2025-03-12,10320,1010,2,97.64,0.2,marketplace,não informado,195.28,156.22
3746,2026-01-11,10123,1004,2,1285.13,0.0,loja física,concluído,2570.26,2570.26
3747,2025-04-05,10538,1006,4,219.91,0.0,app,concluído,879.64,879.64
3748,2025-11-18,10755,1008,4,918.88,0.05,app,concluído,3675.52,3491.74
3749,2026-01-17,11149,1002,2,77.88,0.1,loja física,concluído,155.76,140.18
3750,2025-08-17,10221,1006,1,184.3,0.0,app,concluído,184.3,184.3
3751,2025-11-23,11450,1004,1,1077.03,0.0,app,pendente,1077.03,1077.03
3752,2025-07-09,11332,1005,3,873.69,0.0,marketplace,concluído,2621.07,2621.07
3753,2025-12-04,11291,1008,2,960.89,0.0,loja física,em separação,1921.78,1921.78
3754,2026-01-05,10059,1010,2,95.55,0.1,app,em separação,191.1,171.99
3755,2026-01-22,10488,1001,5,2761.97,0.05,app,em separação,13809.85,13119.36
3756,2026-03-06,11425,1006,1,204.35,0.05,site,concluído,204.35,194.13
3757,2026-02-25,10837,1001,4,3493.1,0.0,site,pendente,13972.4,13972.4
3758,2025-03-12,11217,1001,3,3650.55,0.0,marketplace,cancelado,10951.65,10951.65
3759,2025-03-06,11017,1005,6,1100.6,0.0,site,concluído,6603.6,6603.6
3760,2025-02-24,10926,1011,2,888.84,0.0,app,concluído,1777.68,1777.68
3761,2025-11-13,10336,1007,1,314.81,0.05,app,concluído,314.81,299.07
3762,2025-08-23,11426,1010,2,84.42,0.0,loja física,pendente,168.84,168.84
3763,2025-06-13,11491,1002,2,79.79,0.05,marketplace,concluído,159.58,151.6
3764,2025-08-21,11166,1010,3,96.98,0.15,marketplace,em separação,290.94,247.3
3765,2025-03-04,11220,1011,6,815.91,0.05,app,concluído,4895.46,4650.69
3766,2025-08-10,10285,1011,1,676.21,0.15,site,em separação,676.21,574.78
3767,2025-01-26,10215,1002,2,75.47,0.1,loja física,concluído,150.94,135.85
3768,2025-12-03,10042,1010,5,91.71,0.1,loja física,concluído,458.55,412.69
3769,2025-06-17,10292,1004,2,1374.43,0.0,site,concluído,2748.86,2748.86
3770,2025-04-16,10647,1010,3,97.46,0.1,marketplace,pendente,292.38,263.14
3771,2025-09-05,10064,1006,1,237.75,0.0,loja física,em separação,237.75,237.75
3772,2025-06-02,10155,1005,1,864.75,0.05,app,concluído,864.75,821.51
3773,2025-03-17,11028,1003,1,139.25,0.1,loja física,em separação,139.25,125.33
3774,2026-03-01,11000,1005,4,976.84,0.15,marketplace,concluído,3907.36,3321.26
3775,2025-08-10,10210,1001,1,3327.33,0.2,marketplace,concluído,3327.33,2661.86
3776,2025-08-03,11272,1004,5,1202.22,0.0,marketplace,pendente,6011.1,6011.1
3777,2025-10-28,11025,1003,1,161.71,0.05,loja física,concluído,161.71,153.62
3778,2025-10-14,10917,1006,5,202.41,0.05,marketplace,pendente,1012.05,961.45
3779,2025-07-23,11138,1003,2,130.95,0.0,marketplace,concluído,261.9,261.9
3780,2025-06-18,10402,1005,2,951.11,0.0,site,concluído,1902.22,1902.22
3781,2026-01-15,10256,1010,3,94.02,0.0,app,concluído,282.06,282.06
3782,2025-08-10,10897,1006,1,220.28,0.0,site,em separação,220.28,220.28
3783,2025-01-28,10356,1010,3,91.4,0.1,site,em separação,274.2,246.78
3784,2025-08-10,11271,1007,2,352.41,0.0,app,pendente,704.82,704.82
3785,2025-12-31,11266,1002,5,91.25,0.0,loja física,concluído,456.25,456.25
3786,2025-04-05,10402,1009,3,573.46,0.15,site,concluído,1720.38,1462.32
3787,2025-07-21,11482,1012,4,413.32,0.05,marketplace,concluído,1653.28,1570.62
3788,2025-10-26,11047,1004,3,1146.94,0.0,app,pendente,3440.82,3440.82
3789,2026-01-19,11176,1008,4,795.89,0.05,marketplace,em separação,3183.56,3024.38
3790,2025-01-09,10841,1011,3,770.64,0.0,app,concluído,2311.92,2311.92
3791,2025-09-30,11310,1011,1,812.98,0.15,marketplace,concluído,812.98,691.03
3792,2025-01-13,10385,1010,1,91.1,0.0,app,em separação,91.1,91.1
3793,2025-08-12,10088,1007,2,285.97,0.05,marketplace,concluído,571.94,543.34
3794,2026-03-15,10712,1006,1,251.5,0.05,loja física,concluído,251.5,238.92
3795,2025-09-26,10336,1004,1,1163.77,0.0,loja física,concluído,1163.77,1163.77
3796,2025-10-20,11470,1007,5,285.03,0.0,marketplace,concluído,1425.15,1425.15
3797,2025-02-02,11257,1005,1,737.24,0.1,marketplace,concluído,737.24,663.52
3798,2025-05-15,10636,1008,2,896.51,0.15,loja física,em separação,1793.02,1524.07
3799,2025-01-16,10492,1003,5,152.92,0.0,marketplace,concluído,764.6,764.6
3800,2025-03-24,10603,1005,2,962.43,0.1,app,em separação,1924.86,1732.37
3801,2025-03-16,10948,1011,1,862.57,0.15,marketplace,concluído,862.57,733.18
3802,2025-06-13,10755,1003,6,158.82,0.0,marketplace,concluído,952.92,952.92
3803,2025-07-21,10601,1008,2,954.52,0.1,app,concluído,1909.04,1718.14
3804,2025-09-29,10062,1010,2,101.34,0.0,app,concluído,202.68,202.68
3805,2025-12-06,10353,1002,2,80.12,0.2,site,concluído,160.24,128.19
3806,2025-07-30,11201,1012,2,450.05,0.0,marketplace,cancelado,900.1,900.1
3807,2025-02-27,11471,1007,2,325.96,0.0,marketplace,concluído,651.92,651.92
3808,2025-02-11,10838,1003,2,144.83,0.1,site,concluído,289.66,260.69
3809,2025-07-19,11087,1008,2,898.82,0.1,site,não informado,1797.64,1617.88
3810,2025-08-02,10979,1012,2,408.55,0.0,marketplace,concluído,817.1,817.1
3811,2025-04-24,10253,1009,1,659.74,0.2,marketplace,concluído,659.74,527.79
3812,2025-02-02,10630,1009,2,465.05,0.05,marketplace,concluído,930.1,883.6
3813,2025-10-15,10346,1008,4,806.5,0.0,loja física,concluído,3226.0,3226.0
3814,2025-04-20,10609,1005,1,1049.16,0.05,marketplace,concluído,1049.16,996.7
3815,2025-07-05,10641,1002,2,61.7,0.2,loja física,concluído,123.4,98.72
3816,2025-03-19,10836,1003,5,135.25,0.05,marketplace,pendente,676.25,642.44
3817,2025-01-14,10216,1002,2,86.59,0.15,loja física,concluído,173.18,147.2
3818,2026-02-14,11150,1003,1,148.5,0.05,site,em separação,148.5,141.07
3819,2025-08-10,10360,1004,1,1326.22,0.1,marketplace,concluído,1326.22,1193.6
3820,2025-09-09,11165,1012,2,463.03,0.2,site,concluído,926.06,740.85
3821,2025-12-03,10510,1008,3,982.7,0.0,site,concluído,2948.1,2948.1
3822,2026-02-23,10371,1003,3,135.75,0.05,marketplace,concluído,407.25,386.89
3823,2025-03-09,10368,1003,1,135.57,0.05,loja física,concluído,135.57,128.79
3824,2025-11-08,11066,1011,3,912.13,0.1,marketplace,concluído,2736.39,2462.75
3825,2026-01-13,10521,1002,1,88.14,0.1,marketplace,concluído,88.14,79.33
3826,2025-02-02,10698,1007,2,336.0,0.0,loja física,concluído,672.0,672.0
3827,2025-08-12,11139,1002,1,80.32,0.2,site,pendente,80.32,64.26
3828,2025-11-24,11102,1009,2,551.99,0.15,site,concluído,1103.98,938.38
3829,2025-11-26,10020,1009,4,504.78,0.1,marketplace,concluído,2019.12,1817.21
3830,2025-06-24,11004,1011,4,830.73,0.0,loja física,concluído,3322.92,3322.92
3831,2025-01-10,10524,1006,1,219.42,0.0,app,pendente,219.42,219.42
3832,2025-01-11,10527,1005,1,891.91,0.0,marketplace,concluído,891.91,891.91
3833,2025-10-12,10848,1009,1,590.35,0.0,app,concluído,590.35,590.35
3834,2025-10-09,10976,1003,1,144.59,0.0,site,concluído,144.59,144.59
3835,2025-05-28,11009,1010,2,80.0,0.05,site,em separação,160.0,152.0
3836,2025-08-10,11420,1004,2,1090.18,0.2,loja física,concluído,2180.36,1744.29
3837,2025-01-31,10152,1002,1,77.72,0.0,site,concluído,77.72,77.72
3838,2025-01-28,10222,1001,2,3181.4,0.0,app,concluído,6362.8,6362.8
3839,2025-10-13,10073,1011,1,758.62,0.1,marketplace,concluído,758.62,682.76
3840,2025-06-03,10450,1012,2,453.0,0.0,site,não informado,906.0,906.0
3841,2025-04-17,10087,1005,2,860.61,0.0,loja física,cancelado,1721.22,1721.22
3842,2025-03-22,11469,1007,2,294.73,0.05,loja física,concluído,589.46,559.99
3843,2025-03-21,10164,1011,4,708.46,0.15,site,concluído,2833.84,2408.76
3844,2025-07-17,10275,1005,1,1162.79,0.0,site,pendente,1162.79,1162.79
3845,2025-03-25,11066,1001,4,3469.58,0.05,site,concluído,13878.32,13184.4
3846,2025-02-18,11054,1007,3,354.29,0.0,app,em separação,1062.87,1062.87
3847,2025-09-13,10687,1010,3,83.97,0.0,site,concluído,251.91,251.91
3848,2025-10-22,10427,1002,3,86.63,0.05,loja física,concluído,259.89,246.9
3849,2025-11-24,10219,1011,3,878.19,0.05,loja física,concluído,2634.57,2502.84
3850,2025-06-23,10339,1004,2,1171.15,0.2,site,concluído,2342.3,1873.84
3851,2025-08-14,11396,1010,2,86.88,0.2,loja física,em separação,173.76,139.01
3852,2025-05-20,10302,1007,1,301.01,0.05,site,concluído,301.01,285.96
3853,2025-01-10,10903,1011,2,828.76,0.05,site,em separação,1657.52,1574.64
3854,2025-08-18,10639,1012,5,458.66,0.05,marketplace,concluído,2293.3,2178.63
3855,2025-06-22,11403,1005,6,870.86,0.0,marketplace,cancelado,5225.16,5225.16
3856,2025-03-16,10392,1008,3,804.95,0.0,loja física,em separação,2414.85,2414.85
3857,2025-09-27,10074,1003,3,173.05,0.05,marketplace,concluído,519.15,493.19
3858,2025-09-10,10784,1003,4,150.58,0.0,site,cancelado,602.32,602.32
3859,2025-05-31,11367,1008,1,794.85,0.1,marketplace,concluído,794.85,715.36
3860,2025-11-12,10799,1002,2,70.34,0.1,app,concluído,140.68,126.61
3861,2025-08-06,11237,1003,2,167.56,0.1,site,concluído,335.12,301.61
